total_inflow_30d,inflow_regularity,inflow_trend,avg_payment_size,unique_customers_30d,repeat_customer_ratio,customer_growth_rate,savings_retention_rate,weekday_trading_ratio,association_verified,prior_repayment_score,neighbour_attested,repaid
37129.8,0.7915,-0.1266,3699.5,21,0.1457,0.3449,0.3078,0.2061,1,0.0,1,0
12424.66,0.7208,0.086,2498.89,26,0.4372,0.4607,0.134,0.698,0,0.0,1,1
295272.06,0.7091,-0.1212,1029.65,29,0.6222,0.173,0.0658,0.5964,0,0.6423,1,1
10166.41,0.3023,-0.0335,5374.57,16,0.6117,0.6177,0.1308,0.8513,0,0.7666,0,0
30210.69,0.6138,-0.1392,19524.78,28,0.6927,0.5486,0.2967,0.7337,0,0.0,0,1
56602.85,0.7517,0.1572,4091.07,21,0.2768,0.3546,0.1351,0.7257,1,0.833,0,1
239282.61,0.6855,0.1945,4928.24,19,0.6321,0.146,0.2394,0.7017,0,0.0,1,1
10102.64,0.7009,-0.0022,7505.94,37,0.3471,0.2755,0.2647,0.8422,1,0.8269,1,1
176218.53,0.7833,0.0469,1283.83,26,0.7023,0.1816,0.0877,0.5621,1,0.6289,1,1
49575.71,0.3787,-0.2207,18625.06,55,0.435,0.568,0.6901,0.7679,1,0.0,0,1
16652.91,0.5239,-0.0139,4827.56,26,0.4838,0.3625,0.2033,0.8721,1,0.7033,0,0
81496.38,0.7961,0.031,17477.53,19,0.5493,0.5891,0.4208,0.7883,1,0.5388,1,1
61020.53,0.6908,0.5117,2080.31,18,0.7385,0.1005,0.2383,0.6209,1,0.0,0,1
25330.42,0.2149,-0.1602,20666.22,34,0.4138,0.5827,0.4159,0.7067,1,0.8216,1,1
52933.0,0.2236,0.3036,8083.98,52,0.2596,0.4575,0.3768,0.699,0,0.6854,0,1
32085.36,0.5005,0.2194,6619.24,33,0.5804,0.5137,0.2646,0.7781,1,0.0,0,1
55540.57,0.6149,0.0905,4967.25,57,0.4976,0.2149,0.0689,0.9838,1,0.8918,1,1
101553.78,0.4649,0.3566,3217.39,28,0.6049,0.3717,0.5486,0.5774,1,0.45,0,0
280581.21,0.5318,0.107,11854.69,50,0.9658,0.3525,0.1298,0.4516,1,0.0,1,1
12561.64,0.4439,0.11,4565.69,13,0.6497,0.573,0.0893,0.6561,1,0.0,1,0
512131.5,0.5867,0.0304,685.15,25,0.669,0.1525,0.3939,0.676,0,0.0,0,0
5725.6,0.2256,0.2602,1472.23,43,0.1564,0.1744,0.3009,0.7996,0,0.5947,1,1
41482.89,0.7009,0.2374,3404.11,24,0.8539,0.1663,0.241,0.8654,0,0.9214,0,0
93634.01,0.5862,-0.0726,5318.78,36,0.4673,0.1474,0.1693,0.8656,0,0.0,0,1
66775.47,0.85,-0.1975,3824.07,10,0.7191,0.1583,0.5027,0.3375,1,0.6729,1,1
24711.66,0.7766,0.0035,12053.06,22,0.385,0.3736,0.1045,0.5762,1,0.4799,0,0
38990.2,0.7152,-0.104,695.07,48,0.2351,0.4359,0.2753,0.4531,1,0.8337,0,1
28501.13,0.3493,0.0286,4578.97,35,0.5179,0.1493,0.0897,0.8974,0,0.0,1,0
25634.61,0.4285,0.2627,783.54,27,0.4207,0.3771,0.3816,0.5509,1,0.0,0,1
124811.8,0.5059,-0.0423,7972.4,18,0.4597,0.4434,0.6644,0.8751,0,0.6787,1,1
72599.77,0.597,0.0323,3695.93,28,0.6024,0.5859,0.3462,0.9111,1,0.0,1,1
22874.99,0.4952,0.0504,5870.23,55,0.8407,0.076,0.1381,0.5137,1,0.7332,0,1
131868.42,0.7653,0.1927,1849.19,42,0.4491,0.45,0.4185,0.6519,0,0.45,0,1
68736.08,0.139,-0.3644,12727.48,25,0.8176,0.447,0.1839,0.7057,0,0.0,0,0
119868.23,0.5132,-0.0692,10275.85,55,0.9232,0.3868,0.161,0.8846,0,0.9225,0,1
97987.16,0.4277,0.078,6803.48,20,0.371,0.2386,0.236,0.4934,0,0.0,1,1
19694.71,0.8312,0.256,3581.13,32,0.4328,0.1555,0.0652,0.8823,0,0.0,1,0
26470.89,0.6398,-0.0485,6780.94,15,0.6003,0.1162,0.5637,0.6495,0,0.0,0,0
111527.11,0.6107,-0.2978,2129.83,41,0.595,0.5474,0.2643,0.7711,0,0.0,0,1
95933.19,0.4249,0.1515,8690.62,19,0.761,0.1304,0.2769,0.9508,1,0.0,1,1
47906.58,0.6554,-0.0744,17756.96,35,0.4714,0.1506,0.5165,0.7644,0,0.7309,0,1
55773.83,0.3642,-0.1741,10546.5,38,0.7413,0.419,0.5254,0.5904,0,0.8805,1,1
199871.79,0.5986,-0.0724,2086.74,21,0.7726,0.0514,0.1795,0.7456,1,0.0,1,1
25572.47,0.7943,0.0068,5570.7,40,0.472,0.5048,0.2845,0.724,0,0.5309,0,1
89483.28,0.8,-0.0689,1256.61,10,0.8143,0.2762,0.1431,0.697,0,0.0,0,1
39245.34,0.4489,-0.357,6735.53,31,0.4664,0.544,0.4615,0.8438,1,0.0,1,1
38582.37,0.7773,0.2015,6036.28,21,0.8782,0.24,0.5516,0.8086,1,0.8839,0,1
164169.47,0.2439,0.2695,747.82,42,0.7433,0.3403,0.0581,0.7929,1,0.5385,0,1
121535.05,0.525,0.1573,1414.31,42,0.9136,0.4617,0.5701,0.5158,0,0.7774,1,1
119953.64,0.4574,-0.1648,3118.71,27,0.7578,0.6873,0.1129,0.9323,0,0.0,1,0
206081.44,0.1798,0.0037,3069.37,23,0.3599,0.2635,0.1946,0.7426,1,0.581,0,0
50166.57,0.6887,0.0388,1354.88,44,0.9604,0.2292,0.0858,0.855,1,0.6804,0,1
103792.42,0.7606,0.1478,5710.61,33,0.7446,0.1651,0.3332,0.5238,1,0.7681,0,1
34846.45,0.7361,0.1603,5045.87,32,0.8382,0.3739,0.1169,0.946,0,0.0,0,1
70023.28,0.6793,-0.0922,3378.4,27,0.3567,0.571,0.2168,0.6845,1,0.0,0,1
42482.29,0.6265,0.0548,2038.13,21,0.3313,0.5227,0.2118,0.9021,1,0.9422,0,1
54540.32,0.847,0.1223,10340.63,33,0.7053,0.5562,0.0439,0.759,0,0.7305,0,1
94341.15,0.4708,0.302,17851.92,28,0.1867,0.594,0.3386,0.531,1,0.0,0,1
19929.52,0.7889,0.1668,2603.98,25,0.7113,0.2542,0.0302,0.8581,1,0.0,0,1
489738.08,0.5067,0.182,2319.37,34,0.449,0.0234,0.199,0.4689,1,0.0,0,1
16209.96,0.5557,0.0551,6260.95,23,0.7319,0.2595,0.4057,0.7514,1,0.0,0,1
12892.39,0.3897,0.2939,2915.43,17,0.6255,0.5622,0.431,0.8937,1,0.0,0,0
175241.79,0.4579,0.1138,3549.43,20,0.6731,0.1859,0.2016,0.471,0,0.0,1,0
117105.32,0.6987,-0.115,7829.77,24,0.3869,0.5559,0.1086,0.6297,0,0.0,0,1
97395.16,0.2948,0.2926,721.68,35,0.8871,0.3645,0.3117,0.9441,0,0.0,1,0
97848.93,0.6869,0.1656,13180.21,50,0.9222,0.3939,0.3437,0.6823,0,0.0,1,1
48364.85,0.7562,-0.0397,4295.88,50,0.4502,0.5565,0.3871,0.8471,1,0.0,0,1
18270.08,0.6712,-0.0463,2778.47,14,0.7425,0.2801,0.2514,0.8586,1,0.0,1,1
53283.66,0.4229,0.0934,3713.35,36,0.2269,0.6973,0.421,0.9377,1,0.45,0,1
23274.7,0.5505,0.1234,3890.09,23,0.6198,0.405,0.2109,0.7546,0,0.0,0,1
143290.84,0.4116,0.0755,847.18,17,0.6097,0.754,0.208,0.774,0,0.5097,0,0
41699.19,0.5113,0.096,15451.24,30,0.3177,0.4033,0.2077,0.5527,1,0.0,0,0
19770.64,0.6136,0.346,4176.35,30,0.5588,0.2623,0.3117,0.8938,1,0.8602,0,1
34422.84,0.6375,0.2329,5995.12,53,0.8615,0.576,0.2424,0.8789,1,0.0,0,1
77205.39,0.6461,0.0743,9474.84,16,0.8863,0.4161,0.5217,0.7006,1,0.0,1,1
26367.91,0.4663,0.2094,1605.12,23,0.4859,0.1265,0.4969,0.8669,0,0.0,1,1
19842.03,0.4159,-0.1459,6161.8,43,0.3344,0.7223,0.284,0.9138,1,0.8133,0,1
64090.79,0.7789,0.1116,3162.52,39,0.5554,0.4516,0.0569,0.7657,0,0.0,0,1
64181.05,0.6505,0.3657,8622.18,24,0.696,0.6986,0.5588,0.7922,1,0.0,0,1
28067.36,0.7619,0.0008,593.18,27,0.5817,0.4248,0.3776,0.6922,0,0.0,0,0
29198.07,0.7073,-0.1126,3680.54,38,0.5348,0.2087,0.0776,0.7786,0,0.754,1,0
63275.59,0.3036,-0.0774,2338.96,44,0.4166,0.4504,0.4078,0.3997,0,0.0,0,0
9967.72,0.7623,-0.1561,5937.46,34,0.3674,0.4808,0.0594,0.7393,1,0.0,0,0
10423.2,0.5465,-0.1013,6142.82,42,0.7336,0.2406,0.0737,0.354,1,0.0,1,1
22241.41,0.8177,-0.0267,2128.42,51,0.4671,0.2908,0.2256,0.6477,1,0.0,1,1
38762.48,0.474,-0.213,2119.73,27,0.6684,0.362,0.8001,0.9592,1,0.7952,0,1
69009.42,0.9515,0.0428,3642.41,13,0.1272,0.7014,0.1356,0.6756,0,0.0,0,0
248423.9,0.5879,0.2024,1795.47,46,0.4739,0.0761,0.5495,0.8294,0,0.0,0,1
125922.96,0.527,-0.1234,8585.12,20,0.8912,0.3395,0.4152,0.6854,1,0.8045,0,1
41112.51,0.7091,0.3135,2886.25,44,0.8373,0.6367,0.1356,0.8451,1,0.8775,0,1
48006.04,0.3652,0.1319,294.04,30,0.481,0.1355,0.3158,0.833,1,0.0,0,0
16272.27,0.3658,0.2255,2871.7,25,0.5575,0.9454,0.5701,0.8536,0,0.7206,1,1
48032.62,0.6995,-0.0784,1580.21,19,0.2602,0.5863,0.3624,0.3669,0,0.0,0,0
35684.64,0.6324,0.1938,926.91,29,0.8051,0.1602,0.0859,0.658,1,0.0,0,1
69911.85,0.384,-0.1565,1321.23,19,0.2792,0.3952,0.0547,0.8647,1,0.846,0,1
19732.97,0.8054,0.2002,4440.26,53,0.574,0.2328,0.434,0.5094,0,0.8099,0,1
86792.99,0.6576,0.0709,13303.42,50,0.6786,0.2364,0.1612,0.6942,0,0.0,0,1
264610.13,0.2816,0.1396,5334.05,22,0.2017,0.416,0.2428,0.4943,1,0.0,0,1
43493.37,0.7166,-0.1716,2331.22,35,0.5242,0.0555,0.1823,0.8543,0,0.0,0,1
76258.4,0.6943,-0.1211,6065.15,26,0.9565,0.0703,0.208,0.6778,0,0.0,0,1
104731.83,0.7374,0.1475,2661.96,17,0.3495,0.4247,0.2032,0.1484,0,0.0,0,0
31528.82,0.5395,-0.1307,2153.52,69,0.4567,0.2951,0.1403,0.8737,0,0.0,0,0
62724.14,0.4916,0.1234,1423.78,31,0.6298,0.4532,0.3704,0.931,1,0.6242,0,1
49704.54,0.6356,-0.2061,831.6,12,0.5565,0.3908,0.4156,0.616,0,0.5747,0,1
54581.14,0.3513,0.1927,2832.94,40,0.9059,0.2191,0.1491,0.8,1,0.0,0,0
20945.71,0.5504,-0.1819,4638.97,22,0.7803,0.5024,0.1591,0.5665,1,0.0,0,1
50360.44,0.5365,0.1394,3688.73,34,0.6905,0.4378,0.4816,0.6164,1,0.0,1,1
84778.57,0.5634,0.1526,2767.31,37,0.2089,0.8822,0.1398,0.8255,1,0.0,1,1
241894.74,0.6475,-0.0854,1717.85,28,0.5523,0.276,0.3563,0.6069,1,0.0,0,1
140814.39,0.3981,0.1448,6956.43,23,0.7774,0.1698,0.5184,0.7836,1,0.874,1,1
523609.11,0.8462,0.0869,1229.77,55,0.5763,0.5846,0.1072,0.5786,0,0.0,0,1
21076.58,0.7516,-0.057,8090.33,29,0.4176,0.3646,0.1633,0.899,0,0.783,1,1
127970.2,0.6308,-0.1415,1632.72,46,0.5712,0.1908,0.1748,0.8425,1,0.8644,0,1
59974.59,0.2898,-0.3133,2044.3,33,0.615,0.4293,0.2195,0.9108,1,0.0,0,0
545131.99,0.7552,0.1029,1074.8,43,0.3639,0.459,0.2872,0.8609,0,0.0,0,1
20148.23,0.4472,-0.2417,2562.5,30,0.7419,0.3805,0.1768,0.7123,1,0.8182,0,0
19463.69,0.8981,0.0572,9679.65,36,0.3283,0.4904,0.3352,0.7904,0,0.8054,1,1
25353.4,0.4873,-0.0074,6400.08,27,0.5035,0.254,0.3778,0.5441,1,0.6638,0,0
4739.63,0.428,0.1622,9706.78,22,0.4197,0.5903,0.7763,0.8134,0,0.0,0,1
27492.53,0.5456,-0.0144,6437.71,39,0.8379,0.4737,0.4853,0.7597,1,0.0,0,1
21267.9,0.4544,-0.0193,1490.25,22,0.4124,0.1539,0.3598,0.6196,0,0.0,0,0
57839.84,0.4949,0.1717,2987.79,25,0.3506,0.509,0.2557,0.2663,0,0.45,0,1
71391.32,0.4046,0.1003,1993.85,20,0.4884,0.2821,0.2216,0.9094,0,0.5895,0,1
386075.38,0.6427,0.0969,13326.6,27,0.4351,0.9173,0.4611,0.8994,0,0.7525,0,1
139450.67,0.6242,0.1245,1370.44,19,0.8751,0.2739,0.2063,0.9377,1,0.0,1,1
25988.41,0.3392,-0.2364,8994.13,29,0.4457,0.1704,0.21,0.6021,0,0.6127,0,1
18246.78,0.7055,0.1762,8988.12,15,0.9232,0.2441,0.1405,0.7454,1,0.0,0,1
84213.55,0.4999,0.1502,20882.32,24,0.526,0.3544,0.221,0.864,0,0.0,0,1
11472.91,0.3854,-0.143,2782.99,34,0.7749,0.3135,0.1197,0.8863,1,0.0,1,0
367546.32,0.5848,-0.0039,7639.52,29,0.4193,0.4978,0.2629,0.3278,0,0.6576,0,0
179401.96,0.5702,0.0329,31366.22,29,0.856,0.1224,0.2113,0.8817,0,0.8759,0,1
29257.96,0.2018,0.0158,2307.97,28,0.6584,0.1929,0.2791,0.7691,1,0.0,1,0
7446.89,0.8661,0.1001,1010.77,11,0.3796,0.3852,0.2576,0.8114,1,0.7631,0,1
217348.99,0.459,0.2976,740.99,24,0.8975,0.1286,0.3806,0.5692,1,0.0,0,1
43217.73,0.5326,0.2347,7642.2,32,0.4467,0.5609,0.2741,0.9332,0,0.0,0,0
191299.96,0.5435,-0.1962,738.9,13,0.5486,0.2062,0.3363,0.6686,1,0.0,1,1
8485.63,0.6737,0.152,2878.18,22,0.7126,0.3016,0.3377,0.7693,0,0.0,1,1
25353.89,0.7031,0.2792,5964.51,15,0.4029,0.1311,0.3078,0.6628,0,0.0,1,1
49304.37,0.6288,0.1096,4753.6,42,0.1585,0.112,0.3235,0.7304,0,0.0,0,1
51620.73,0.186,0.2364,5901.14,11,0.9088,0.653,0.2246,0.9262,0,0.5188,0,1
29879.5,0.3204,0.4022,4915.07,55,0.4337,0.3121,0.5467,0.7594,1,0.0,0,0
97259.21,0.6662,0.2243,12720.62,21,0.2646,0.2062,0.3143,0.7717,0,0.9481,1,0
15147.91,0.5518,0.0849,1707.72,29,0.7061,0.5635,0.0648,0.5503,0,0.0,1,1
41914.31,0.5763,0.2281,2187.92,28,0.5709,0.8643,0.1305,0.91,0,0.6455,0,1
55956.24,0.6513,0.0661,2007.42,32,0.5619,0.3295,0.3122,0.7934,1,0.7923,1,1
86325.71,0.651,0.0443,8494.49,34,0.6142,0.5841,0.2333,0.6094,0,0.9884,0,1
107234.83,0.718,-0.0233,9048.54,15,0.835,0.604,0.2733,0.6803,1,0.0,0,1
14226.96,0.551,0.3214,6039.66,32,0.7116,0.4506,0.0555,0.8176,0,0.7636,0,1
9067.7,0.5402,-0.1073,11674.29,17,0.2616,0.3223,0.336,0.8734,0,0.0,0,0
199874.41,0.5306,0.3158,1393.76,24,0.1928,0.7887,0.0756,0.877,0,0.6451,0,1
70653.68,0.6179,0.13,18042.79,35,0.8137,0.1695,0.5203,0.5573,0,0.0,0,1
21518.42,0.7176,-0.2119,15849.84,25,0.9896,0.6924,0.173,0.7217,1,0.0,1,1
270024.28,0.6061,0.1062,7801.41,45,0.6923,0.3088,0.3042,0.8103,0,0.0,1,1
55672.53,0.8347,-0.338,20002.63,35,0.5491,0.2761,0.1364,0.5897,0,0.9324,1,1
179373.75,0.5123,0.1526,906.0,22,0.6441,0.1201,0.0297,0.867,1,0.0,1,1
52800.2,0.8771,0.1993,2509.9,16,0.6097,0.3148,0.1252,0.9282,0,0.6955,0,1
472986.78,0.3594,-0.0666,2076.06,16,0.6225,0.1768,0.22,0.6399,1,0.8394,0,1
338024.93,0.4625,0.0622,7702.74,37,0.7148,0.6252,0.0554,0.5816,0,0.8089,1,0
37277.28,0.2413,0.3917,1563.8,52,0.5917,0.4505,0.6616,0.769,1,0.0,0,1
142732.57,0.3618,-0.051,7956.51,40,0.4335,0.4932,0.2597,0.7176,0,0.7949,1,0
99699.26,0.6777,-0.1506,13814.62,24,0.7937,0.2881,0.1573,0.5869,1,0.0,1,1
220906.48,0.5653,0.3067,7522.72,43,0.4949,0.5617,0.436,0.6673,1,0.0,1,1
16959.51,0.6997,0.3933,5194.61,17,0.5645,0.195,0.2186,0.6908,1,0.8802,0,1
104261.41,0.5482,0.0407,1653.94,32,0.7754,0.2584,0.3697,0.5123,1,0.7747,0,1
157041.74,0.3179,0.2221,1877.76,20,0.7997,0.2248,0.1117,0.7473,0,0.8448,1,1
7082.53,0.5121,0.2815,12390.15,16,0.8157,0.5187,0.4471,0.6422,1,0.0,1,1
13338.58,0.7868,-0.0936,8114.55,30,0.7364,0.2346,0.1329,0.6402,0,0.0,1,0
5202.24,0.5166,-0.0474,3885.02,23,0.7531,0.5123,0.2539,0.5247,0,0.0,0,0
36448.39,0.5833,0.2616,2762.47,44,0.5144,0.0359,0.2505,0.5002,0,0.0,0,0
107936.3,0.641,0.3433,649.87,34,0.3406,0.7607,0.4953,0.7248,0,0.0,1,0
255912.98,0.2217,0.1413,1534.92,51,0.2,0.3031,0.2912,0.9287,1,0.0,1,1
53183.54,0.5273,-0.1184,22477.66,36,0.7574,0.5542,0.309,0.266,1,0.7392,0,1
294041.77,0.5612,0.3977,1271.04,19,0.6645,0.0341,0.4154,0.7129,1,0.8966,0,1
10741.7,0.4912,-0.0556,4772.05,34,0.3781,0.0789,0.1185,0.7225,1,0.8434,1,0
7527.21,0.4929,-0.0203,9963.66,21,0.6456,0.7633,0.211,0.7522,0,0.8803,0,0
46115.18,0.706,0.1016,1300.59,40,0.3643,0.163,0.4357,0.5978,1,0.0,1,1
74792.43,0.3302,0.3197,4751.61,32,0.8368,0.4783,0.3448,0.6848,0,0.0,0,0
47289.13,0.8054,0.1937,9359.28,28,0.089,0.6209,0.2238,0.8049,1,0.78,0,1
5043.29,0.8007,0.1147,4069.39,35,0.4973,0.1852,0.3923,0.8561,0,0.0,1,0
44443.23,0.7539,0.1234,53186.65,52,0.9389,0.6931,0.1734,0.6629,1,0.0,0,1
11673.58,0.2236,0.0478,896.29,27,0.4129,0.4499,0.1752,0.8464,1,0.0,0,0
102399.78,0.4485,0.1405,10434.32,32,0.9313,0.5471,0.1498,0.8094,0,0.0,0,1
73369.09,0.7362,-0.4153,3444.31,20,0.2776,0.3065,0.3277,0.7966,1,0.647,1,1
17433.21,0.7062,-0.0134,8060.48,39,0.4629,0.1749,0.1671,0.6433,0,0.6488,0,1
27854.4,0.716,0.0834,5985.99,21,0.4968,0.5265,0.5072,0.5069,0,0.8984,0,1
15288.64,0.5031,-0.1672,2080.08,20,0.7688,0.6094,0.7647,0.8771,1,0.0,1,1
45754.85,0.5647,0.1095,4944.82,33,0.5605,0.4725,0.1433,0.5311,0,0.0,0,0
140176.35,0.5765,0.0032,755.88,29,0.2827,0.764,0.2261,0.7784,1,0.8736,0,0
16575.84,0.3886,0.356,6925.2,12,0.8955,0.5754,0.3828,0.8863,0,0.0,0,1
85344.49,0.592,0.3231,5262.4,37,0.6486,0.7484,0.3276,0.6742,1,0.0,1,1
27356.7,0.5651,-0.0438,7149.47,32,0.6676,0.7795,0.2014,0.9042,0,0.45,0,0
20493.03,0.4736,0.0128,10428.59,18,0.5675,0.622,0.3272,0.6289,1,0.9199,0,0
43576.21,0.8161,0.0267,5601.88,29,0.7123,0.5057,0.3699,0.8003,1,0.9563,0,1
15697.13,0.5477,-0.0413,4597.56,36,0.1353,0.164,0.3834,0.6158,1,0.0,1,1
26661.76,0.4947,0.0751,1820.81,30,0.7096,0.8744,0.5358,0.8028,1,0.0,1,0
13125.79,0.6455,-0.0965,2119.64,27,0.824,0.2283,0.3981,0.5459,1,0.6527,0,1
425575.5,0.4851,-0.1635,11708.39,30,0.5345,0.3455,0.2198,0.7821,0,0.0,0,1
50959.67,0.6796,0.1521,14657.42,32,0.4221,0.2356,0.146,0.6491,0,0.6615,1,1
22704.13,0.6987,0.1533,3247.69,25,0.5327,0.3602,0.2199,0.7992,1,0.0,0,1
62030.28,0.7389,-0.1048,4193.97,34,0.2943,0.1736,0.3132,0.5773,1,0.8097,1,1
43323.01,0.63,0.2012,1782.63,46,0.3958,0.4862,0.0728,0.8486,1,0.7863,0,0
38443.06,0.873,-0.0737,11562.02,34,0.6931,0.3417,0.2488,0.5683,1,0.0,1,1
96334.65,0.8868,0.0856,7323.73,50,0.4877,0.4264,0.6141,0.6715,1,0.0,0,1
112787.24,0.6109,0.1877,23088.63,37,0.8679,0.5559,0.7883,0.652,1,0.7177,1,1
27349.37,0.8576,0.0339,1825.32,18,0.4404,0.0828,0.3089,0.8279,0,0.635,0,0
26019.46,0.6075,0.1219,2863.48,26,0.4691,0.5208,0.0751,0.7164,0,0.0,0,1
36222.77,0.4258,-0.053,4955.74,34,0.4084,0.2837,0.3536,0.8659,1,0.7122,0,1
3896.71,0.3515,0.0046,7200.03,24,0.8943,0.3194,0.0674,0.7701,1,0.0,0,0
9258.43,0.7045,0.0029,3313.96,36,0.5261,0.3964,0.2003,0.826,0,0.0,0,1
220479.87,0.68,-0.0944,1834.15,26,0.5341,0.2063,0.3178,0.5574,1,0.0,0,1
299378.66,0.7689,0.0082,8895.2,47,0.1476,0.3939,0.3738,0.8515,0,0.9221,1,1
37274.34,0.7153,-0.2388,7700.36,20,0.2869,0.4594,0.5368,0.6724,0,0.0,0,1
92430.53,0.3507,-0.0484,1764.02,21,0.3233,0.4406,0.0707,0.565,0,0.0,1,0
69035.43,0.4409,-0.0113,13628.23,34,0.7356,0.2649,0.2625,0.4014,1,0.8061,0,1
1449557.49,0.6568,-0.0061,11535.43,39,0.7227,0.3035,0.1823,0.7511,0,0.0,0,1
167968.61,0.9152,-0.0035,4540.84,57,0.5053,0.0699,0.3877,0.8423,0,0.0,0,1
42586.42,0.9127,0.0289,4322.71,16,0.6626,0.1896,0.1092,0.6736,0,0.0,1,1
17135.46,0.6777,0.1263,6625.31,65,0.3163,0.1195,0.0881,0.8754,0,0.9038,1,1
8374.19,0.5085,0.1974,1852.83,26,0.9066,0.552,0.2795,0.7547,1,0.0,0,1
61316.85,0.411,-0.077,4134.11,30,0.804,0.2342,0.0432,0.3703,1,0.7824,1,1
21333.08,0.4932,-0.1766,579.9,20,0.7922,0.3929,0.456,0.7347,0,0.7753,0,0
10255.0,0.4125,-0.1476,8855.64,25,0.8204,0.3882,0.3555,0.38,0,0.9229,0,0
24071.16,0.8604,-0.0477,986.99,31,0.3432,0.3115,0.254,0.6026,0,0.6561,0,0
14917.6,0.4534,-0.0233,15569.64,33,0.6489,0.1609,0.1889,0.9818,0,0.0,0,1
313594.43,0.4927,-0.0986,2989.59,31,0.8058,0.2938,0.2684,0.859,1,0.0,0,1
129288.77,0.838,-0.1933,3325.91,28,0.6252,0.6471,0.2593,0.4575,1,0.9148,1,1
48592.77,0.2724,-0.0421,2287.1,34,0.1726,0.5543,0.5246,0.8516,1,0.7892,0,1
249680.79,0.6919,0.0727,3104.99,36,0.4343,0.6884,0.5299,0.5621,1,0.0,1,1
53375.39,0.4806,0.1471,14424.42,12,0.4931,0.7384,0.5174,0.8896,0,0.0,0,0
19007.47,0.6084,-0.0603,428.79,35,0.3496,0.334,0.5546,0.8408,1,0.0,0,1
261826.27,0.8108,-0.0343,12698.88,36,0.4425,0.6496,0.3477,0.7162,0,0.0,1,1
88681.01,0.4239,-0.1268,5454.64,25,0.6134,0.2981,0.1714,0.925,0,0.0,1,1
15662.57,0.449,0.0343,1357.88,30,0.6959,0.4112,0.4786,0.7205,1,0.0,1,0
39760.43,0.3152,-0.1127,1528.77,25,0.8703,0.3706,0.5471,0.6805,1,0.0,0,1
18710.12,0.7117,0.1432,18192.3,28,0.3175,0.5107,0.4354,0.7514,0,0.0,1,1
10709.86,0.4439,-0.2815,1718.22,23,0.7049,0.6387,0.4423,0.8117,0,0.0,1,0
